speaker,sentence,emotion,annotation
Ross,"Yeah, right!",7,2200001
Joey,"I was uh, I was thinking I might want to pick one of those babies up for myself, I might want to get one of those",0,3200000
Ross,"That ring? When my grandmother first came to this country, that ring and the clothes on her back were all she had with her.",5,1010030
Chandler,"So you might say, the ring is irreplaceable?",5,1010030
Ross,"Oh absolutely! It has been in my family for generations, and every bride who has worn it has had a long and happy life.",1,0400010
Chandler,"So you might say, its a magic ring.",7,2200010
Ross,OH MY GOD!! I didnt really believe it until you just said it!!,5,0200030
Ross,Well obviously only one of us can keep dating her.,0,3000200
Joey,"Obviously! So, how do we decide?",0,4001000
Ross,"Well now lets-lets look at this objectively, I think I should date her",0,3101000
Joey,Uh-huh. Uh-huh.,0,4000100
Ross,"Thats interesting, but check this out. I date her",7,1200200
Joey,Yeah-yeah I like that but just to go in another direction,0,3100100
Ross,"Okay, okay. This can go on for a while.",0,5000000
Joey,Yeah well we should order some food then.,0,5000000
Ross,"No Joey! Look why dont, why dont we just let her decide? Okay? Hey-hey, well",7,1101200
Joey,That sounds fair.,0,3200000
Ross,Maybe Ill take her to that new French restaurant down the street,0,3200000
Joey,Ah yeahwait a second now!,7,1001210
Joey,Look were gonna have to set a spending limit on the date.,0,4000100
Joey,I dont have the money to take her to a fancy place like that.,7,2010200
Ross,"Well sorry, thats what I do on dates.",0,4000100
Joey,"All right, well I guess Ill just have to do what I do on dates.",0,3010100
Ross,So lets decide on the spending limit,0,5000000
Joey,"Yeah. Uh, a slicesix dollars?",0,5000000
Ross,I was thinking more like a hundred.,0,3000011
Joey,Okay. Can I borrow 94 dollars?,0,4000001
Monica,"Hi, again.",0,5000000
Joey,Hey!,0,3100010
Chandler,Hey!,0,3100010
Monica,"Thank you soo, much.",1,2300000
Chandler,"Oh, dont thank me, thank the jerk that never showed up. Okay, I gotta get to get to work.",4,1000400
Monica,You want some help with that?,0,4000010
Joey,"Oh, no thanks, I got it.  No I dont!",0,4000100
Monica,Whoa! Are you okay?,5,0000050
Joey,"Whew! Stood up to fast, got a little head rush.",5,1000040
Monica,Its the heat.  And-and the humidity.,0,5000000
Joey,"Thats a uh, thats a tough combination.",0,5000000
Monica,Do you wanna come in for some lemonade?,0,5000000
Joey,Like you wouldnt believe.  Wow! This is a great place.,5,0200030
Monica,What do you mean?,0,3000020
Phoebe,Remember how you said you were really dense about poetry? Oh.,0,5000000
Joey,Oh!,5,0000050
Joey,"Hey, somebody left their keys.",0,3000020
Joey,"Ooohh, to a Porsche!",5,0000050
Joey,Transcribers note: Oh come on!,5,1000040
Joey,Who would leave the keys to their Porsche behind?,5,1000040
Joey,"If I had a Porsche, Id have the keys surgically attached to my hand!",0,3000020
Joey,"Hey Gunther, these yours?",0,5000000
Gunther,"Yeah, thats what I drive. I make four bucks an hour, I saved up for 350 years!",6,1000004
Joey,Na-uh!  Hey did anybody lose their keys?,0,3000011
Monica,"Joey, why dont you put them in the lost and found?",0,5000000
Joey,Theres a lost and found?  My shoe!,5,0000041
Chandler,You left a shoe here?!,5,0000050
Joey,"Well, I didnt realize until I got home.",0,5000000
Joey,I wasnt gonna walk all the way back down here with one shoe!,0,3000011
Joey,Yknow what?,0,5000000
Joey,Im gonna go find that guys car and leave a note on the windshield.,0,5000000
Chandler,"Oh good, when he comes back for his keys, Ill be sure to give him your shoe.",0,4000001
Joey,Great! Thanks.,1,0500000
Carol,"Ok, and this is Funny Clown. Funny Clown is only for after his naps, not before his naps or he won't sleep.",0,4100000
Ross,"Carol, we've been through this before, ok?",7,2010011
Ross,We have a good time.,1,1300010
Ross,"We laugh, we play.",1,1300010
Ross,It's like we're father and son.,1,2300000
Susan,"Honey, relax. Ross is great with him.  Don't look so surprised. I'm a lovely person.",1,2300000
Rachel,"Oh, this is so cute.",1,1400000
Susan,"Oh, I got that for him.",0,4000010
Ross,My mommies love me. That's clever.,1,2300000
Monica,Hello?,0,4000010
Monica,"Oh, Hi, JuHi, Jew!",0,3000020
Monica,Uh huh?,0,3000020
Monica,Uh huh?,0,3000020
Monica,"Ok.  Um, sure, that'd be great.",0,3101000
Monica,See ya then.,0,4000001
Monica,Bye.,0,4001000
Rachel,"Did you just say Hi, Jew?",5,0000050
Monica,"Yes. Uh, yes, I did. That was my friend, Eddie Moskowitz. Yeah, he likes it. Reaffirms his faith.",0,3101000
Monica,Now there you go! I wouldnt want my best guest to strain her eyes!,7,1101110
Phoebe,Thanks Monica!,1,0500000
Monica,Does that smell bother you?,6,2000003
Phoebe,"What the smell from Joeys? No, I can hardly smell it over here.",5,1000040
Monica,"Well you let me know if you can, because yknow I can bake a pie to cover it.",0,4000010
Phoebe,"I can smell it a little, bake the pie.",7,2200010
Monica,Okay!,1,1400000
Phoebe,Okay.,0,4100000
Monica,"Hello?  Oh yes, one minute please.  Its for you. Its the fire inspector.",0,4000010
Phoebe,Oh!  Hello?  Yeah this is Phoebe.  Really?!,5,0100040
Joey,"Yeah, so it turns out that it wasnt the hair straightener that started the fire.",7,2010020
Joey,"No-no, it was the candles.",0,3000020
Joey,Its very not good leaving candles unattended.,7,2010110
Joey,"In fact, one of the first things they teach you in fire school is  Uhh Uhh Okay.",0,3000110
Joey,"Well, I have to go now.",0,3000020
Rachel,Joey proposed to me.,5,2000030
Monica,Is he crazy?! You just had Ross's baby!,5,0000041
Rachel,"Well, I-I said yes.",3,1003010
Monica,What?!,5,0000050
Monica,Are you crazy?,7,1001021
Monica,You just had Ross's baby!,7,0000122
Monica,It's-it's so  inappropriate.,7,1000202
Monica,"No, it's worse than that.",6,1000103
Monica,It's wrong.,6,1000103
Monica,It's... It is bigger than  mine!,5,0000230
Rachel,I know.,0,4100000
Monica,You can't marry him!,7,0001112
Rachel,Why not? I don't want to do this alone! And he's such a sweet  guy and he loves me so much.,7,2001011
Monica,Well do you love him?,0,4000010
Rachel,Sure.,0,5000000
Monica,Sure?,7,2000021
Rachel,"Yeah, I mean whatever.",0,4010000
Monica,"Honey, the question is...do you really want to marry Joey?",7,2011010
Rachel,"No. No, I don't. Could you be a dear and go tell him?",7,1021001
Phoebe,So-so you two were married huh? What happened? You just drift apart?,0,5000000
Mrs. Geller,Here comes the bride.,7,2200010
Phoebe,Oh my God Monica!,5,0000050
Monica,I wanna wear this everyday.,1,0500000
Rachel,You look so beautiful.,1,0500000
Monica,Im so happy for me.,1,0500000
Rachel,Hello?,0,4000010
Joey,Hey! Did Chandler show up yet?,7,2001020
Rachel,"Yeah, we got him back. Everythings fine.",0,3200000
Joey,Damnit!,4,0000500
Ross,"Uh, yknow what?",0,3000200
Ross,Ill tell you who it hurts!,4,0000500
Ross,It hurts the kid who has all his clothes stolen in gym class so he has to go to the principals office wearing nothing but a catchers mitt!,4,0000302
Rachel,That was,0,4000010
Ross,"I will be! Listen, I dont want you teaching my son that stuff anymore. Okay?",4,0000500
Rachel,Fine.,0,4000100
Rachel,"Fine, but Ill have you know that once I taught him that stuff he called me Fun Aunt Rachel.",7,0210200
Rachel,And I loved being Fun Aunt Rachel but Ill go back to being Boring and Uncomfortable Aunt Rachel if thats what you want!,7,0010202
Ross,"No thats not what I want. Uh, Im glad you guys were bonding but I",0,4001000
Rachel,"Look he doesnt have any brothers or sisters, somebodys gonna have to teach him this stuff!",7,2001101
Rachel,And I havent taught him anything that a normal 6-year-old doesnt know anyway!,7,2001101
Ben,Crap!!,4,0000311
Rachel,I gotta go!,0,3011000
Monica,Look at that! Look at that! Theyre going into the first class lounge! Do you know what they have in there?,5,0100040
Chandler,No.,0,5000000
Monica,Me neither! We have to get in!,5,1100030
Chandler,Just act like you belong.,0,4100000
Monica,Oh my God! Oranges!,5,0200030
Chandler,Shh!  Nice to see you again.,0,3200000
Airline Employee,"Uh sir, may I see your tickets please?",0,5000000
Chandler,"Yes, of course.",0,5000000
Airline Employee,"Im sorry, would you move your thumb? I cant see the seat number.",0,4000010
Chandler,"Oh thats all right, I have it memorized. Its 1A.",0,3100010
Monica,"Okay.  Mrs. Green! Okay Im really sorry!! Im apologizing for the  Okay, I bit my tongue, but Im",7,1021010
Ross,Hey! Look whos back! Its the birthday girl! Hows the birthday girl feeling?,1,0500000
Rachel,"Well, I feel fine, but I think youre bumming out the rest of the kids.",7,1110101
Ross,What?,5,0000050
Rachel,Okay!,7,1210010
Rachel,Yknow what?,0,4100000
Rachel,I realized it was stupid to get upset about not having a husband and kids.,7,2100002
Rachel,All I really needed was a plan.,0,4100000
Rachel,See I wanna have three kids,0,4100000
Phoebe,"Oh let me guess, and you wanna have them all at the same time and you wanna have them for your brother.",7,1000022
Rachel,As I was saying I should probably have the first of the three kids by the time Im 35 which gives me five years.,0,3100100
Rachel,I love this plan!,1,0400010
Rachel,I wanna marry this plan!,1,0400010
Joey,You spent a hundred dollars. Thats the limit. Youre screwed!,7,0000221
Ross,"Uh actually, I sent the flowers before the actual date. So technically,",7,2001002
Joey,Oh-oh! So thats the way its gonna be huh? Yeah I can break the rules too yknow!,7,0100211
Ross,Oh yeah? What are you gonna do?,7,1100210
Joey,I dont know.,0,3020000
Ross,Why am I not surprised?,6,2000003
Joey,Yknow what Ross? Im not gonna let you get away with this!,4,0100400
Ross,I dont think you have much choice.,0,4000001
Joey,Well well see!,4,0100400
Ross,Bye-bye!,0,4100000
Joey,Yeah bye-bye!  Hey! So just a light layer?,0,4100000
Ross,Yes. Yes. Just here  and there .,0,5000000
Ross,Dad?,0,3000020
Mr. Geller,Im here!,0,3100010
Ross,Hey!,5,1100030
Mr. Geller,"Hi. God, it seems like just yesterday you guys used to come out to watch me work.",7,2020010
Ross,"Dad, we-we cant believe youre selling the house.",2,0050000
Mr. Geller,"Well, its time for a new family to start their memories here and hopefully their check will clear before they find the crack in the foundation and the asbestos in the ceiling.",0,5000000
Ross,Lets grab our stuff and get the hell out of here.,0,3011000
Mr. Geller,Im sorry we cant store your childhood things anymore.,2,0050000
Monica,"Oh, thats okay, I cant wait to see everything again! All of the memories",1,0310010
Mr. Geller,"Well, I dont know whats in the boxes down here, but I do know there are six or seven",0,4000010
Monica,I used to,0,5000000
Ross,"Yeah, not as much as you used to love to play uncooked batter eater.",0,4000001
Monica,"Hey, it is unreasonable to expect a child to wait for a",0,3000020
Ross,"Ok, got the vent open.",0,5000000
Phoebe,"Hi, I'm Ben. I'm hospital worker Ben. It's Ben... to the rescue!",1,0300020
Ross,"Ben, you ready?",0,4000010
Ross,"All right, gimme your foot.",0,5000000
Ross,"Ok, on three, Ben.",0,4100000
Ross,"One, two, three.",0,5000000
Ross,"Ok, That's it, Ben.",0,3100100
Susan,What do you see?,0,4000010
Phoebe,"Well, Susan, I see what appears to be a dark vent. Wait. Yes, it is in fact a dark vent.",0,4000001
Ross,"Phoebs, It's open! It's open!",5,0100040
Janitor,Wait! You forgot your legs!,5,0001040
Mr. Posner,"You have a very impressive resume, Ms. Green. I especially like what I see here about implementing a new filing system.",1,2300000
Rachel,Thank you.,1,2300000
Joanna,Filing system?,0,3000020
Joanna,Oh-oh!,5,0101030
Joanna,You mean those-those little colored labels you put on all the folders?,0,3100010
Joanna,It certainly did brighten up the inside of the filing cabinets.,1,2300000
Rachel,"Well, they uh, they-they do more than that.",0,4000001
Mrs. Lynch,I notice that youve been trusted with a lot of rather important responsibilities.,0,4000010
Rachel,"Yes, Joanna really has been an incredible mentor to me.",1,1400000
Joanna,Oh. And Rachel has been really incredible in getting my morning bagel for me. Its amazing how she gets it right almost,1,1300001
Rachel,"I-I-I of course, I have more responsibilities than that.",0,3001010
Joanna,"Oh yes, well theres the coffee too.  Rachel can carry two things at once!",7,2100011
Mr. Posner,"Yes, thats very good. Now a uh, big part of this job is cultivating personal relationships, especially with designers.",0,5000000
Rachel,"Yes, I realize that",0,4000001
Joanna,"And Rachel shouldnt have any problem with that. The only problem might be getting a little too friendly, if you know what I mean.",0,3100001
Rachel,I love working with designers!,1,1400000
Joanna,"With them, under them, whats the difference? Eh, Rach?",0,3100100
Rachel,"Chandler, you have an assistant right?",0,5000000
Chandler,Did she call? You-you told her I was sick right? Always tell her I am sick!,3,0014000
Monica,"Chandler, listen to me sweetie, I know you can do this. Okay? You have a beautiful smile.",0,3200000
Chandler,I do?,5,1000040
Monica,"Yeah!  All right, maybe you dont have to smile. Lets try something else. Lets try umm, try looking sexy.",0,3100010
Chandler,Okay.,0,5000000
Monica,Or not.,0,3000002
Phoebe,Where's Chandler?,0,5000000
Chandler,Here I am.,0,4100000
Phoebe,Wash your hands!!!,6,0000014
Chandler,How did youknow?,5,1000040
Ross,Hey! What's she doing back here?,5,0000140
Monica,"Relax, Ross. She's not made of ice cream!",0,3100010
Ross,"Hey look, Phoebe. I, uh, I laid out the states geographically...",0,4001000
Monica,What happened in Atlantic City?!,5,2000030
Ross,"Well, Chandler and I are in a bar",0,5000000
Chandler,"Did you not hear me say, ""Du-ude?!""",7,1001120
Ross,"And this girl is making eyes at Chandler, okay?",0,4001000
Ross,"So after awhile he-he goes over to her and uh, after a minute or two, I see them kissing.",0,3110000
Ross,"Now, I know what youre thinking, Chandlers not the type of guy who just goes to bars and makes out with girls, and youre right, Chandlers not the type of guy who just goes to bars and makes out withgirls.",7,2210000
Monica,You kissed a guy?!! Oh my God.,5,0000041
Chandler,"In my defense, it was dark and he was a very pretty guy.",7,2000102
Ross,"Oh Mon, I laughed so hard",1,0500000
Chandler,"Ho-ho, so hard we had to throw out your underwear again?",7,1200101
Ross,"Whatever dude, you kissed a guy.",0,3100001
Rachel,"So umm, youre gonna stay with me as long as I need you?",0,3002000
Mrs. Green,Of course I am!,7,2200010
Rachel,"Oh mom, I swear Im not an idiot.",0,4010000
Rachel,"Ive read all kinds of books on pregnancy and giving birth, but I-I just didnt think to read the part about what to do when the baby comes.",0,4010000
Rachel,And-and then guess what?,0,4010000
Rachel,The babys coming and I dont know what to do.,7,1012010
Rachel,"Oh, can I throw up in my diaper genie?",7,1021001
Mrs. Green,"No. Sweetie, youre gonna be fine.",0,5000000
Rachel,Wait-wait where are you going? Where are you going?,7,2002010
Mrs. Green,Im going to the bathroom.,0,5000000
Rachel,Okay.,0,5000000
Mrs. Green,Now dont worry! Everythings gonna be okay.,0,3200000
Monica,It,0,5000000
Ross,Hey!,1,1300010
Phoebe,Hey! Why are you all red and sweaty?,7,1100021
Ross,I just Bamboozled Chandler!  Which is not uh sexual thing. That was a quick shower.,0,3200000
Phoebe,Not if you were here.,0,5000000
Monica,"Okay, the reason why I asked you guys out to brunch today is because I have been doing some thinking about who should be my maid of honor.",0,3002000
Rachel,Oh my God! This is it!   I really hope its you!,1,0400010
Phoebe,I hope its you.,0,4000010
Rachel,Me too!,1,1400000
Monica,"First of all um, I love you both so much and youre both so important to me",7,2201000
Rachel,"Okay, bla-bla-bla-bla!! Who is it?!",7,1201100
Monica,"Well umm, I was thinking that maybe we could come up with a system where we trade off being maid of honor for each other.",0,5000000
Monica,"Like hypothetically, if Phoebe were mine",0,5000000
Phoebe,Yes!!! Oh!!,1,0400010
Rachel,Hypothetically!,7,1102010
Phoebe,Still.,0,5000000
Monica,If Phoebe were my maid of honor,0,4001000
Rachel,Uh-hmm.,0,5000000
Monica,"Rachel would be Phoebes, I would be Rachels, that way we all get to do it once and no one would get upset.",0,5000000
Rachel,Yeah thats actually a pretty good idea.,0,3200000
Phoebe,"Yeah, Ill do that. So who gets to be yours?",0,4000010
Monica,"Well thats the best part. Umm,",0,4001000
Phoebe,Wh-why is that the best part?,5,1000040
Monica,Because then I dont have to!,1,0400010
Rachel,Well of,0,4010000
Monica,Im really not deciding!,7,2201000
Rachel,Fine!,7,1000202
Monica,Yeah thats right.,0,5000000
Phoebe,"Aww, and good luck to you too!  What a nice lady!",1,1400000
Chandler,"If you wanna give Joey a Christmas present that disrupts the entire building, why not get him something a little bit more subtle, like a wrecking ball, or a phial of small pox to release in the hallway?",0,4000100
Monica,It's not just the drum noise.,0,4000100
Monica,"Every five minutes, Joey throws his sticks in the air, and I have to hear, ""Oh my eye!",7,2000120
Monica,"Oh god, my eye!""",7,1001210
Monica,"I mean, it is so annoying.",7,2000102
Phoebe,"Yes, thank you. You see, this is how normal people are supposed to react to drums.",0,4000100
Monica,"Phoebe, you got Joey drums to annoy Rachel, so she wouldn't wanna live there anymore?",5,2000030
Phoebe,Maybe on some level.,0,5000000
Rachel,Joey? Could you get that?  What are you doing here? I thought you were in your room?,5,0000050
Joey,"No, Im picking you up for our date. These are for you.",0,3200000
Rachel,"Ohh, Lilies. Joey, theyre my favorite. Thank you.",1,0400010
Joey,"And, a brownie!",1,0400010
Joey,"Well, half a brownie.",0,5000000
Joey,"Actually, its just bag.",0,5000000
Joey,Its been a long walk from the flower shop and I was startin to feel faint so,0,5000000
Rachel,Oh man!,1,0400010
Rachel,This is so great!,1,0500000
Rachel,I actually feel like Im going on a real date!,1,0500000
Rachel,"Although, I have a hint of morning sickness, and Im wearing underwear that goes up to aboutthere.",0,3010001
Joey,"Hey come on now, this is a real date.",7,2200010
Joey,"Uh, sonice place you got here.",0,5000000
Joey,"Foosball, huh?",5,2000030
Joey,Pizza box.,0,5000000
Joey,"Oh, a subscription to",5,2000030
Rachel,"Yeah, actually thats my roommates.",0,4000010
Joey,I would like to meet him. He sounds like a stand up guy.,0,4100000
Rachel,"Ah yes, but hes very protective of me so youd better watch yourself.",0,4000100
Joey,"Ah Hey, so this roommate of yoursis he good looking?",7,2101010
Rachel,Hm-mmm.,0,5000000
Joey,"Oh yeah, it must be tough to keep your hands of him, huh?",0,4100000
Rachel,"Yeah, but Im pretty sure hes gay.",0,3200000
Joey,"No-no-no-no, hes not! No! Why are you trying to ruin the game? Come on!",7,0010211
Rachel,Can you believe what a jerk Ross was being?,4,0000320
Monica,"Yeah, I know. He can get really competitive.",0,3000011
Phoebe,"Ha. Ha, ha.",1,1400000
Monica,What?,0,3000020
Phoebe,"Oh, hello, kettle? This is Monica. You're black.",0,4000001
Monica,Please! I am not as bad as Ross.,6,0000104
Rachel,"Oh, I beg to differ. The",0,3000101
Monica,That was,0,5000000
Rachel,Oooooh.  : Oh! I got an interview! I got an interview!,1,0500000
Ross,"Well, not playing raquetball!",5,0000230
Joey,He forgot to leave his grip size!,5,0000140
Ross,He didn't get the goggles!,5,0000140
Rachel,"Well,sounds like you two have issues.",0,4000001
Rachel,"Goodbye, baby.",0,3020000
Paolo,"Ciao, bela.",0,3020000
Ross,Do they wait for me to do this?,0,3000011
Joey,So are you gonna tell him?,0,4000010
Ross,Why would I tell him?,0,4000010
Joey,"How about 'cause if you don't, his mother might.",0,3000110
Ross,Oh...,7,1011020
Monica,What are you guys doing here?,7,2000120
Joey,Uhhhh.... he's not even wearing a jockstrap!,5,0000041
Monica,...What did I ask?,0,3000011
Rachel,God. I feel violated.,6,0000203
Monica,"Did anybody else feel they just wanted to peel the skin off their body, to have something else to do?",6,2000003
Chandler,"Ross, ten o'clock.",0,4000010
Ross,Is it? Feels like two.,7,2000120
Chandler,"No,",0,5000000
Ross,What?,0,4000010
Chandler,"There's a beautiful woman at eight, nine, ten o'clock!",1,1300100
Ross,Oh. Hel-lo!,1,0300020
Chandler,"She's amazing! She makes the women that I dream about look like short, fat, bald men!",1,0400010
Monica,"Well, go over to her! She's not with anyone.",1,1300010
Chandler,"Oh yeah, and what would my opening line be? 'Excuse me. Blarrglarrghh.'",3,1013000
Rachel,"Oh, c'mon. She's a person, you can do it!",1,2300000
Chandler,"Oh please, could she",0,3001001
Ross,He could never get a woman like that in a million years.,0,3010001
Chandler,"Thank you, buddy.",1,0300200
Phoebe,"Oh, oh, but y'know, you always see these really beautiful women with these really nothing guys, you could be one of those guys.",0,3100010
Monica,You could do that!,1,0400010
Chandler,Y'think?,5,1100030
Chandler,"OK, that's enough of the view. Check this out, look at this. Sit down, sit down.",0,4100000
Phoebe,OK.,0,5000000
Chandler,"This is great!  Helen, could you come in here for a moment?",1,2300000
Chandler,"Thank you Helen, that'll be all.",0,4100000
Chandler,"Last time I do that, I promise.",0,5000000
Chandler,"I am so, so, so, so sorry!",2,1040000
Monica,Uh-huh.,6,2000003
Chandler,"And I will cook anything you want in here , and do anything in there!",7,0112010
Monica,"Yeah you will!  And, are you kiddin me?!",7,0100022
Chandler,"Come on Monica, its our Valentines Day. Please? Please-please, please?",7,2101010
Monica,Okay.,0,5000000
Chandler,Okay.,0,5000000
Chandler,"So, are we going in there?",0,3100010
Monica,I am!!,1,1400000
Ross,Wow!,5,1100030
Ross,It actually is in the handbook.,0,3000020
Ross,I cant date you or have a hot plate in my office.,7,2010011
Ross,I cant believe we have to stop seeing each other.,7,0020021
Elizabeth,For what its worth I did appreciate you standing up for me. It felt really nice. It kinda made me like you even more.,7,2210000
Ross,"I know, I know I really like you too. But we-we cant date. Its against the rules. Its forbidden.",0,3010001
Elizabeth,Wow!,5,1000040
Ross,What?,5,2000030
Elizabeth,"Just hearing you describe it as forbidden, its really hot.",1,1300010
Ross,Really?,5,0100040
Elizabeth,Yeah.,0,5000000
Ross,"Well I-I-I dont care how hot it is its-its uh, its wrong.",7,2000102
Elizabeth,Stop it!,7,2000120
Ross,No! No! Its wrong! Its-its-its naughty. Its taboo.,7,1100102
Elizabeth,Shut the book!,7,1100201
Ross,Lets also get a hot plate!,1,2300000
Monica,"Rach, youre in a great place in your life. Come on, youve got a great job! Good friends",1,1400000
Monica,Yeah! So-so when are you getting married?,7,2200010
Megan,"Oh Im not, I just like to try these on.",0,4010000
Rachel,I do the same thing.,0,5000000
Megan,Im just kidding. Im getting married July 25,1,1400000
Rachel,Im just kidding too.  Im getting married in December.,1,1400000
Megan,So when are you getting married?,0,4100000
Monica,Oh May 15,0,4100000
Megan,Oooh its getting close!,1,0400010
Monica,Yeah!,1,0500000
Megan,"So uh, whos your photographer?",0,5000000
Monica,Jeffery.,0,5000000
Megan,We met with him. Did he show you the photos of the nude wedding he did?,7,2100020
Monica,The best man? Wow!,5,0100040
Megan,"I know! I almost called off my wedding. Oh, whos your band?!",1,0300020
Monica,"Oh, my fiancee wants the Swing Kings.",0,4000001
Megan,"Oh, youre so lucky. My fiancee wants the heavy metal band Carcass.",7,2100011
Phoebe,"Ooh, is that spelled with a C or a K? Oh my God! It doesnt matter; theyre both great!",1,1300010
Rachel,Oh yknow what?,0,4000010
Rachel,Yknow what?,0,4100000
Rachel,Now that you know what you want you should go to Kleinmans and get it half off.,0,4100000
Rachel,This place is so overpriced.,6,1000004
Rachel,"So, does this  come in another color or",0,5000000
Chandler,"I am telling you, years from now, schoolchildren will study it as one of the greatest first dates of all time.",0,3100010
Chandler,It was unbelievable!,5,0200030
Chandler,"We could totally be ourselves, we didn't have to play any games...",1,2300000
Monica,So have you called her yet?,0,4100000
Chandler,Let her know I like her?,3,1003010
Chandler,"What are you, insane?",7,0002120
Chandler,It's the next day!,7,2101100
Chandler,How needy do I want to seem?,7,2002100
Chandler,"I'm right, right?",7,2001110
Joey and Ross,"Oh, yeah. Yeah. Let her dangle.",0,4100000
Monica,I can't believe my parents are actually pressuring me to find one of you people.,5,0000041
Phoebe,"Oh, God, just do it!  Call her! Stop being so testosteroney!",7,0100202
Chandler,"Which, by the way, is the real San Francisco treat.  I got her machine.",0,3110000
Joey,Her answer machine?,0,3000020
Chandler,"No, interestingly enough her leaf blower picked up.",0,3100100
Phoebe,"So, uh, why didn't you say anything?",0,3000020
Chandler,"Oh, no-no-no-no. Last time I left a spontaneous message I ended up using the phrase ""Yes indeedy-o.""",6,1001003
Monica,"Look look! It's Rachel and Barry. No, don't everybody look at once!",5,0000050
Ross,"Okay, okay, what's going on?",0,3000020
Phoebe,"Okay, they're just talking...",0,4010000
Ross,"Yeah, well, does he look upset? Does he look like he was just told to shove anything?",0,3001010
Ross,"So, um, what do you do for a living?",0,5000000
Kristin,"Well, um, for the past few years I've been working.....which is funny because, that wasn't even my major.",0,5000000
Carol,Oh no. I thought you said they could shoot the spot without you.,0,4010000
Susan,I thought they could...I'll try to get back as soon as I can. I'm sorry.,2,2030000
Ross,Now that is funny.,0,4100000
Ross,"Hey, do you think...would it be too weird if I invited Carol over to join us?",0,5000000
Ross,"'Cause she's, she's alone now, and pregnant, and, and sad.",2,2030000
Kristin,I guess.,0,5000000
Ross,Are you sure? Great. Carol? Wanna come over and join us?,0,3200000
Carol,"Oh, no no no. I'm fine. I'm fine.",0,4000010
Ross,Come on.,0,5000000
Ross,These people'll scooch down.,0,5000000
Ross,"You guys'll scooch, won't you?",0,5000000
Ross,Let's try scooching!,1,2300000
Ross,Come on.,0,5000000
Ross,Come on.,0,5000000
Ross,"Uh, Kristen Riggs, this is Carol Willick.",0,4100000
Ross,"Carol, Kristin.",0,5000000
Ross,"Uh, Carol teaches sixth grade.",0,5000000
Ross,"And, Kristin, Kristin......does something that, funnily enough, wasn't even her major!",7,1200020
Paul,Okay.,0,5000000
Rachel,All right.,0,5000000
Paul,When I was six years old.,0,4010000
Rachel,Hm-mmm.,0,5000000
Paul,I wanted a big wheel.,0,3020000
Paul,And instead my parents got me this little plastic chicken that you hop around on.,7,2020001
Paul,It was embarrassing; kids made fun of me.,2,0040100
Paul,That was a pretty tough year.,2,0050000
Rachel,Thats-thats great!,1,0300020
Rachel,See?,0,3100010
Rachel,I already feel like I know you a little better!,1,0500000
Rachel,Thank you.,1,2300000
Rachel,"Okay, come on.",0,4100000
Rachel,Now we can go eat.,0,5000000
Rachel,Lets go.,0,5000000
Paul,It was horrible. They called me chicken boy.,2,0050000
Rachel,Oh!,5,1010030
Joey,"Will you pick one, just pick one! Here, how about that one?",4,2000300
Chandler,That's patio furniture!,5,0000230
Joey,"So what, like people are gonna come in and think, ""Uh-oh, I'm outside again?"" Of course!",0,3000101
Chandler,What about the birds?,0,5000000
Joey,"I don't know, birds just don't say, ""Hello, sit here, eat something.""",0,4000001
Chandler,You pick one.,0,5000000
Joey,"All right, how about the ladybugs?",0,5000000
Chandler,"Oh, so, forget about the birds, but big red insects suggest fine dining!",7,2000111
Joey,"Fine, you want to get the birds, get the birds!",7,1000211
Chandler,"Not like that, I won't!  Kip would have liked the birds!",7,2000111
Joey,Bijan for men?,0,5000000
Joey,Bijan for men?,0,5000000
Joey,"Bijan for...   Hey, Annabelle, Uh, listen, I was wondering if maybe after work you and I could go maybe grab a cup of coffee.",0,4100000
Annabelle,"Oh, actually I sorta have plans.",0,5000000
Hombre Man,"Ready, Annabelle?",0,5000000
Annabelle,You bet.  Maybe some other time?,0,5000000
Joey,"Hey, it's not the first time I lost a girl to a cowboy spraying cologne.  Bijan for men?  Bijan for men?!",2,1030100
Chandler,That was amazing!,1,0400010
Monica,Phoebe and Gary are,0,5000000
Chandler,That was amazing.,1,2300000
Monica,We are the hottest! Huh?,1,1301000
Chandler,"No, you're the best.",0,3200000
Monica,"No, you're the best.",0,3200000
Chandler,"No, you're the best.",0,3200000
Monica,I,0,5000000
Joey,Hey guys!  What 'cha been doin'?,0,4100000
Monica,Hey Joey! Isn't that the girl that waved at you the other day?,0,3000020
Joey,How you doin'?,0,5000000
Joey,So what are you gonna do?,0,4001000
Ross,"What can I do? One person wants to break-up, you break-up.",2,1030100
Chandler,"Hey, no way! Come on, this is you guys, call her and work it out.",7,2010110
Ross,"Oh come on, we just had this huge fight, all right, dont I have to wait a while?",7,1011020
Chandler,"Hey, this isnt like swimming after you eat, pick up the phone!!",7,2000201
Chandler,Y'know that whole swimming thing is a myth.,0,5000000
Joey,"Yeah, tell that to my Uncle Lenny.",0,5000000
Chandler,Why? What happened to him?,0,3000020
Joey,"Nothing, hes just really believes in that.",0,5000000
Dr. Zane,It looks like your uterus is ready for implantation.,0,4100000
Phoebe,Oh! I knew it! I knew it! I felt really thick this morning.,1,0400010
Frank,"Well, okay, so whats nowgo get, go get the eggs, put em in there.",0,4001000
Dr. Zane,"Okay, itll take just a little while to prepare the embryos.",0,5000000
