class_names,sentences
-1, I wasn't aware that I had to go to court. 
-1, I don't know what to tell you. 
-1, I don't find this fair. 
-1, Life isn't fair. 
-1, Don't I have any rights? 
-1, You have the right to remain silent. 
-1, Why are you arresting me? 
0, There is a warrant out for your arrest.
0, What kind of warrant?
0, You have a bench warrant.
0, What is that?
0, Have you missed a court date?
-1, I never went to court. 
-1, I can't help you. 
-1, This is unfair. 
-1, A lot of things aren't fair. That's life. 
-1," I have rights, don't I? "
-1, You have the right to an attorney. 
-1, Why am I being arrested? 
0, You have a warrant out for your arrest.
-1, I don't have a warrant. 
0, My computer shows that you have a bench warrant.
-1, I don't know what a bench warrant is. 
-1, You apparently missed a court appearance. 
-1, I was never told to go to court. 
-1, There's nothing I can do about that. 
-1, This isn't fair. 
-1, That's life. 
0, May I exchange this DVD player?
1, Certainly. Do you have your receipt?
1, Here you are.
0," Now, why do you want to exchange it?"
-1, It won't play a DVD. 
-1, I'm sorry. I'll get you a new player. 
0," At first, I thought it was me."
1," Okay, here's a new one for you."
0, Do you know why I pulled you over?
-1, I have no idea. 
-1, Your left brake light is out. 
-1, I was not aware of that. 
0, I'm going to have to write you a ticket.
-1, You can't give me a break? 
-1, I'm just doing my job. 
0, How much is the ticket for?
0, You will get that information in court.
0, I have to go to court?
0, That's right.
-1, Fine. Give me the ticket. 
0, Do you have any idea why I pulled you over today?
-1, I'm not sure. 
-1, One of your brake lights is out. 
-1, Really? I'm sorry. I did not know that. 
0, I'm going to give you a ticket.
-1, Why can't you just let me off with a warning? 
-1, It's just a ticket. 
0, How much is the fine?
0, The judge will let you know.
0, I have to be at court?
0, Of course.
-1, All right. Just give me the ticket. 
-1, Order in the court! 
0, I would like to make my plea.
0, What is it?
-1, I would like to plead not guilty. 
-1, You do realize that all the evidence points to you? 
-1, I know. But I did not do it. 
0, How do you figure that?
-1, I didn't commit the crime. 
0, Do you know who did?
0," If I tell you who did, will you release me?"
1, I'm sure we can work out some kind of deal.
0, I'll tell you all you need to know.
-1, I need order in the court! 
0, I am ready to make my plea.
0, What do you plead?
1, I plead not guilty.
-1, All the evidence indicates that you are guilty. 
-1," I realize that, but I am not guilty. "
0, Is that right?
-1, I had nothing to do with the crime that was committed. 
0, Who is the guilty party?
0, I'll tell you if you let me go.
1, I'd be glad to make a deal with you.
1, I am willing to tell you that information.
1, You're free to go.
1, That's great.
0, What are your plans now that you're getting out?
0, I want to go back to school.
0, What is your major going to be?
-1, I haven't decided yet. 
-1, I hope I don't ever see you back in here. 
-1, I'm never coming back. 
-1, This really isn't the place for you. 
0, I realize that.
1, Good luck out there.
1, Thanks. Things are going to be different now.
1, You're free to leave.
1, I'm so excited.
0, What are you planning on doing now?
0, I'm going back to college.
0, What are you going to major in?
-1, I haven't thought about it yet. 
-1, I don't want to see you back here. 
-1, You won't see me here again. 
-1, I don't think this place is for you. 
0, I know.
1, I wish you luck.
1, Thanks. I know things are going to be better.
0, What is your case against the police?
-1, They arrested me for nothing. 
0, What do you mean?
-1, They weren't supposed to arrest me. 
0, Didn't they let you go?
-1, They didn't let me go until the next morning. 
0, So they kept you at the station?
-1, They sure did. 
0, Did they tell you why they arrested you?
-1, I matched the description of a robbery suspect. 
0, I understand.
0, What case do you have against the police?
-1, I want to take them to court for arresting me. 
-1, I don't understand. 
-1, There was no reason for them to arrest me. 
0," They let you go, didn't they?"
-1, They released me the next morning. 
0, They detained you at the station?
-1, That's exactly what they did. 
0, Why did they arrest you?
-1, They said I matched the description of a robber. 
0, I get it now.
-1, I'm definitely taking them to court. 
0, What can I help you with?
0, I need to hire you.
0, What do you need me for?
0, I need you for my court date.
0, What kind of case do you have?
-1, I'm being charged with a felony. 
1, I can help you with that.
0, What is your price?
0, I charge $150 an hour.
-1, I can't afford that. 
0, That's my rate.
-1," That's expensive, but I need you. "
0, How may I help you?
0, I would like you to be my lawyer.
0, What can I do for you?
0, I'm going on trial.
0, What is your trial about?
0, It's a felony charge.
1, I'd be glad to help.
0, How much do you charge?
0, My rate is $150 an hour.
-1, That's highway robbery. 
-1, I don't know what to tell you. 
1, Okay. You're hired.
0, I'd like to exchange this DVD player.
1, Of course. Do you have your receipt?
1, Here it is.
0," Now, could you tell me why you want a different one?"
-1, It refuses to play my DVDs. 
1, That's strange. Let me get you a new one.
-1, All my friends tried to get it to work. 
1, I hope this one works better for you.
0, What may I help you with?
-1, I need to file a complaint. 
0, What is your complaint about?
-1, I got robbed. 
0, When did this happen?
0, It happened this morning.
0, What was taken?
0, My wallet and cell phone.
0, May I help you?
-1, I want to file a complaint. 
0, What's the problem?
-1, A man robbed me today. 
0, When?
-1, I was robbed this morning. 
0, What did he take?
0, He took my phone and my wallet.
0, Did you see his face?
1, I saw him perfectly.
0, Could you pick him out of a line-up?
1, I could do that.
-1, We eat out too much. We need to save money. 
0, Ok. Let's eat in from now on.
1, I can cook our favorite meals.
0, I can try to cook too.
-1, Your cooking isn't very good. 
0, That's why we eat out all the time.
0, I will make spaghetti and meatballs tonight.
0, Do you know how to make meatballs?
-1, No. 
-1, It might be easier to eat out. 
-1," What's wrong, NAME? Why do you look so sad? "
-1, Hi NAME. My dad is not in the audience. He's not coming for my first piano recital. 
0, Why?
-1, He has to work late tonight. He is really busy at work. 
-1, I'm sorry to hear that. Maybe he will come to the next one. 
1, I hope so. I really wanted him to be here today.
0, Yeah. I understand.
-1, He missed my ballet performance last week too. 
0," Oh, he did?"
-1, Yeah. He has a lot of projects at work. 
0, What does he do?
0, He's an architect. He designs buildings and houses.
1, That's cool! Did he design your house?
1, Yeah. He's really good at his job. That's why he is so busy.
1, Hey NAME. Look!
0," What, NAME?"
1, Your dad is in the audience and he's waving at you!
1, He's here!
0, Where do you live?
0, I live in Pasadena.
0, Where is Pasadena?
0, It's in California.
0, Is it in northern California?
0, No. It's in southern California.
0, Is Pasadena a big city?
1, It's pretty big.
0, How big is pretty big?
0," It has about 140,000 people."
0, How big is Los Angeles?
0, It has about 3 million people.
1, Do you have a car?
0," Yes, I do."
0, What kind of car do you have?
0, I have a Honda.
0, Is it new?
0, It was new in 2003.
-1," So, it's pretty old now. "
1," Yes, it is. But it still looks good."
0, Do you take good care of it?
1," Oh, yes. I wash it once a week."
0, Do you change the oil?
0, My mechanic changes the oil twice a year.
0, Do you have a girlfriend?
-1," No, I don't. Do you? "
-1," I don't have a girlfriend, either. "
-1, Why not? 
-1, I don't know. Maybe I'm not rich enough. 
-1, Girls like guys with money. 
-1, They sure do. 
-1, They like guys with new cars. 
-1, I don't have money or a new car. 
-1," Me, neither. "
1, But girls like guys who are funny.
0, Maybe we should learn some good jokes.
0, Where are you going?
-1, I have to walk the dog. 
0, What kind of dog do you have?
1, I have a little poodle.
-1, Poodles bark a lot. 
0, They sure do.
-1, They bark at everything. 
-1, They never shut up. 
0, Why did you get a poodle?
0, It's my mom's dog.
0, So she likes poodles.
-1, She says they're good watchdogs. 
0, Can I borrow $5?
1, Sure. Why do you need it?
0, I want to buy lunch.
0, Where's your money?
-1, It's not in my wallet. 
0, Your wallet is empty?
-1, I don't have even one dollar in it. 
-1, Being broke is no fun. 
-1, Even if it's only for a short while. 
1, It's always good to have friends.
1, Friends will lend you money when you're broke.
1, As long as you pay them back.
1, Let's go to the beach.
1, That's a great idea.
-1, We haven't been in a while. 
-1, We haven't been in a month. 
-1," The last time we went, you almost drowned. "
-1," No, I didn't. "
0, Then why did the lifeguard dive into the water?
0, I think he wanted to cool off.
1, He swam right up to you.
1, And then he turned right around.
1, Maybe you're right.
1, Maybe we should get going.
0, I want to exchange this DVD player.
1, No problem. Do you have your receipt?
1, That's one thing I never forget.
0," Now, what seems to be the problem?"
-1, This DVD player won't play DVDs. 
0," Well, at least you kept your receipt. One moment, please."
-1, I spent almost an hour trying to make it work. 
0," If this one doesn't work, just bring it back."
0, Are you married?
-1, No. I'm divorced. 
0, When did you get divorced?
-1, I got divorced two years ago. 
0, Why did you get divorced?
-1, My wife left me. 
0, Why did she leave you?
-1, She said she didn't love me anymore. 
-1, Wow! That's terrible. 
-1," Yes, it was. "
-1, I'm bored. 
0, What's on TV?
-1, Nothing. 
1, There must be something on TV!
-1, Nothing that's interesting. 
0, What about that new game show?
0, Which one?
0, Deal or No Deal
-1, Tell me you're joking. 
1, I love that show.
0, I watched it once. That was enough.
1, It's on right now. Let's watch it together.
1, I like living here.
1, I agree. Pasadena is a nice city.
1, It's not too big.
1, And it's not too small.
1, It has great weather all year long.
1, It has the NAME Parade.
1, It has beautiful houses.
1, It has wonderful restaurants.
1, It has great schools.
1, It's close to the mountains.
1, The people are friendly.
1, I'm not ever going to leave.
0, We need a new mattress.
0, What's the matter with this one?
-1, It's not comfortable. 
1, It seems fine to me.
-1, I toss and turn all night. 
-1, You should stop drinking coffee. 
0, Look at these marks on my arms.
0, What are they?
-1, They are bites. 
-1, Did the cat bite you? 
-1, No. The bedbugs in that mattress bit me. 
1, Okay. Let's get a new mattress.
-1, My laptop is so slow. 
0, Buy a new one.
-1, I would if I had the money. 
0, Why is it so slow?
0, That's a good question.
0, Did you take it to a computer shop?
-1, I would if I had the money. 
0," Well, I guess you have to live with it."
-1, Sometimes I want to throw it out the window. 
-1, You don't want to do that. 
-1, Why not? 
-1, You might hit someone in the head. 
0, What's for dinner?
-1, I'm not sure. 
0, How about a pizza?
0, You had pizza for lunch.
1, But I love pizza.
1, Everybody loves pizza.
-1, So why can't I have pizza for dinner? 
0, Because you need variety.
0, What's variety?
0," Different things, not the same thing all the time."
0," You mean, like a pepperoni pizza instead of a cheese pizza?"
-1," No, I mean a salad instead of a pizza. "
0, We need to save money.
0, Why do we need to save money?
0, Because we need to buy a house.
-1, But a house is so expensive. 
0, That's why we need to save money.
0, How much do we need to save?
0, We need to save enough for a down payment.
0, How much is that?
0," That's about $30,000."
-1, Thirty thousand dollars! That will take forever. 
1, Not if we save every penny.
1, Okay. Here's seven pennies.
1, The ocean is so big.
1, You can't see the end of it.
1, It goes on and on forever.
1," And it's deep, too."
0, I think it's five miles deep.
0, Are there fish at the bottom?
0, There are fish at the top and the bottom.
0, Are there more fish or more people?
0, I think there are more fish.
1, I hope so. I love to eat fish.
-1, I'm upset with my mom. 
0, Why is that?
-1, I warned her about her new boyfriend. She didn't listen to me. 
0, What happened?
0," I gave her $1,000 for her birthday. I told her to spend it on herself."
1, That was very nice of you.
-1, I found out that she gave it to her new boyfriend. 
0, Why did she do that?
0, He said he would buy her a nice ring.
0, What's wrong with that?
-1, He went to Las Vegas. He lost it all gambling. 
-1, I hope your mom broke up with him. 
0, Do animals talk to each other?
0, Of course they talk to each other.
0, What do they talk about?
0, They talk about other animals.
0, What else do they talk about?
0, They talk about food and the weather.
0, Do they talk about us?
0, Of course they talk about us.
0, Can I exchange this DVD player?
0," Let me see your receipt, please."
1, I always keep my receipt.
0, Could you tell me what the problem is?
-1," When I hit Play, nothing happens. "
0, Yours is the first one that's been returned.
-1, Nothing I tried would make it work. 
0, You might want to try playing this one before you leave.
0, I have to clean the house.
-1," Yes, it's very dirty. "
1, You can help me.
-1, Why me? 
-1, Because you helped make it dirty. 
0, What do you want me to do?
0, I want you to clean the bathroom.
1," Oh, that's easy."
0," Clean the sink, the tub, the counter, and the toilet."
-1, That's a lot of work. 
0, Tell me when you finish.
-1, I don't think so. You'll just give me more work. 
-1, You're watching too much TV. 
0, What do you mean?
-1, I mean you're wasting your life. 
1, I'm having fun.
-1, You're sitting there with your mouth open. 
-1, Who cares? 
-1, I care. Do something! 
1, Okay. I did something.
0, What did you do?
0, I turned up the volume.
-1, That's not what I meant by do something. 
-1, Will you do something? Leave me alone. 
0, Did you write a letter to grandma?
0," Yes, I did."
0, Did you tell her about school?
1, I told her that school is fun.
0, Did you put the letter in an envelope?
0," Yes, and I sealed the envelope."
0, Did you put a stamp on the envelope?
-1, I couldn't find any stamps. 
0, They're in the kitchen drawer.
1, Very nice. I just put a stamp on the envelope.
1," Give me the envelope, and I'll mail it for you."
-1, I'm calling today about a bill that I never received. 
0, Can you tell me which credit card it was for?
0, It was for my Master Card.
-1, You should've gotten that bill two weeks ago. 
-1, I haven't got it in the mail yet. 
0, The computer is showing that all bills have been mailed.
-1, What am I supposed to do about my bill then? 
0, Maybe you should call your post office.
-1," But if it's their mistake, can I get an extension on my bill payment? "
0," Yes, but you will need to send us proof of their mistake."
1, Thank you very much for your help.
1, No problem. Enjoy the rest of your day.
-1, I haven't received my credit card bill yet. 
0, Which credit card are you speaking of?
0, My Master Card.
0, We sent that bill out a couple of weeks ago.
-1, I never got it. 
0, Your bill was mailed already.
0, What am I going to do since I haven't received the bill?
0," If you haven't gotten it yet, then you should probably take that up with your post office."
0, Can I get an extension on my bill if it does happen to be the post office's fault?
0," If that's the case, you will need to provide proof of their mistake."
-1, I was inquiring about a bill that I never got. 
0, Which credit card was the bill for?
0, The bill was for my Master Card.
0, That bill should have been mailed about two weeks ago.
-1, It never came in the mail. 
0, My computer shows that it has already been mailed.
-1," I have not gotten my bill, so what should I do about that? "
0, You should try contacting your post office.
-1," If it is the post office's fault, may I have an extension on my bill? "
1, You'll have to prove it was their error; then you can get an extension.
1, Thank you for all your help.
1, You are very welcome. Have a good day.
0, Why are you yawning?
-1, I'm sleepy. 
0, Why don't you go to bed?
0, I want to watch this TV show.
0, Maybe you should record it.
-1, The tape recorder is broken. 
0, Then you should watch the rerun.
-1, Why? I'm watching the original. 
0, But you'll be asleep in about one minute.
0, I'm just yawning because the commercials are on.
0, Okay. I'll tell you how the show ends.
0, Zzz.
0, It's Sunday.
0, So?
0, You know what that means.
-1, I forgot. 
0, Sunday means we go to church.
0," Oh, yeah."
0, Put on a coat and tie.
0, Why?
0, To show respect to God and others.
-1, I'm glad Sunday is only once a week. 
0, Did you feed the cat?
0, I'll do that in a minute.
0, The cat is meowing. He's hungry.
0, Okay. I'll feed him right now.
-1, You shouldn't make him wait. 
0, I was doing my homework.
-1, The cat doesn't care about your homework. 
-1, The cat doesn't care about anything. 
0, That's the way cats are.
-1, All they think about is themselves. 
-1, Maybe we should get rid of him. 
-1, Of course not! He's family. 
-1, I hate shaving. 
-1, Me too. 
-1, I just cut myself again. 
0, Did you use a new blade?
-1," It doesn't matter. Old blades cut, new blades cut. "
0, Maybe you should use an electric shaver.
-1," They make a lot of noise, but they don't give a close shave. "
0, Maybe you should stop shaving.
0, And grow a beard?
0, Sure. Why not?
-1, Because food and other stuff sticks in my beard. 
0, Hmm. Here's an idea. Put cream on your face and have the cat lick it off.
0," I need to exchange this DVD player, please."
1, That won't be a problem if you have your receipt.
0, Here you go.
0," Now, if you'll just tell me the problem, please."
-1, It won't play my DVDs. 
1, This is a good product. I wonder what went wrong.
-1," I don't know. I trust this brand. This was a fluke, I think. "
1," You're right, this is a good brand. This new one should work just fine."
0, Excuse me.
0, Yes?
0, Are you reading this paper?
0," Oh, no. Help yourself."
0, I asked because the paper is sitting next to you.
1, Thank you. That's polite of you to ask.
0, Some people would just pick it up.
0," Yes, I know."
1, I always try to be polite.
1, So do I.
1, The world needs more polite people like us.
1, I agree 100 percent.
1," Mom, I want a puppy."
0, Let me think about it.
0, Why do you have to think about it?
0, Because a puppy costs money.
1," No, it doesn't. Puppies are free."
0," Yes, but a puppy needs shots."
0, Shots for what?
0, So it won't get sick. Just like you get shots.
-1, I hate shots. 
0, And a puppy eats food. Food costs money.
1, No problem. I'll give him food off my plate.
0," Oh, no you don't. Puppies don't eat vegetables."
1, Look at all these kittens!
0, How many are there?
0, Eight.
1, They're all so cute.
-1," Yes, but I can't keep them. "
0, What are you going to do with them?
0, I'm going to give them away. Do you want one?
1," Yes, I would love one."
0, Which one do you want?
0, That one. The one that's all black.
1," Yes, I like that one, too."
0, I'll call him Blacky.
0, My parents go to church every Sunday.
0, They trust in God.
0, They hope they will go to heaven.
0, They probably will.
-1, But no one knows for sure. 
0, That's for sure.
0, No one knows what happens after we die.
1," If we are good, we will be happy in heaven with God."
0, That's what many people believe.
-1," If we are bad, we will be unhappy forever in hell. "
-1, I don't want to go to hell at all. 
0, Let's go to church with your parents on Sunday.
1, I agree with you.
-1, My husband died. 
-1, I'm sorry for you. 
0, Thank you.
0, When did he die?
0, A couple of months ago.
0, You still miss him.
-1," Yes, but I talk to him almost every day. "
0, When you go to church?
0," No, when I call him on his cell phone."
-1, What do you mean? 
0, I buried him with his cell phone.
0, What will you do when the battery dies?
0, Today is Friday the thirteenth.
-1, That's a bad day. 
-1, It's supposed to be unlucky. 
0, You're supposed to stay home all day.
0, That's what I do.
0, My friend stayed in a hotel on Friday the thirteenth.
-1, That was a mistake. 
0, He stayed on the thirteenth floor.
0, What happened?
-1, Someone stole his laptop. 
-1, He was asking for it. 
0, He learned his lesson. He's home today.
-1, There's a problem with my credit card. 
0, Tell me what the problem is.
-1, A charge came up on my bill that I didn't make. 
0, What was the charge for?
-1," The charge was for a $350 purse, but I did not buy it. "
0, Are you sure that you didn't make that purchase?
0, I would know if I bought something that expensive.
0, What day was this purchase made?
0," It was bought on November 12th at 3:15 pm, while I was at work."
0," All right, we'll do an investigation."
0," Until this investigation is finished, will I have to pay for the charge?"
0, We'll take care of it.
-1, I have a problem with my credit card. 
0, What's wrong with it?
-1, There is a charge on my card that I didn't make. 
0, Can you tell me what the charge was?
0, It's for a purse that cost $350.
0, Are you positive that you didn't buy the purse?
-1, I can't even afford a purse that expensive. 
-1, I'm very sorry. When was this purchase made? 
-1," I was at work, but the purchase was made at 3:15 on November 12th. "
0, We're going to investigate this claim.
-1, Do I have to pay for this charge? 
1, You won't have to pay for anything.
-1, There is something wrong with my credit card. 
0, What's the problem?
-1, There is a charge on here that I never made. 
0, What charge was made?
-1, It was a charge for a $350 purse that I never bought. 
-1, You didn't make this purchase? 
-1, I think I would remember if I made a purchase that large. 
-1, Sorry. When was this purse purchased? 
-1," It was purchased on the 12th of November at 3:15 pm, but I was at work. "
0, We'll do an investigation and get to the bottom of this.
0," In the meantime, do I have to pay for this charge?"
1, No. We'll take care of everything.
0, Do you really love me?
0, Of course.
0, Prove it.
0, How can I prove it?
0, Take me to dinner.
0, That's it? That's all I have to do?
1, Take me to a nice restaurant.
-1, But a nice restaurant costs money. 
0," Yes, and you have to make a reservation."
-1, That's such a hassle. 
-1, I knew you didn't love me. 
-1," Okay, okay! I'll make a reservation right now. "
0, How may I help you?
-1," I got an accident last month, and my teeth was chipped. What should I do? "
0," Well, let me see. Please rinse your mouth out."
-1, Since the accident I sometimes get a terrible painful in this teeth. 
1," Okay, I think this teeth cannot be crowned, I suggest that you have a denture."
0, How long do I need for making the denture? And how much is it?
0," Approximately 1 week, and the price is depending on your choice. If you choose the best quality, it's about nine millions rupiahs for everything."
1, I think I'll get the best quality. So when will I have the denture?
0, By the end of this month.
0, Would you help me with this pain?
1, Sure. I'll prescribe you to ease the pain. This is a painkiller. Take this only when you have the pain.
0," Alright, what about this one?"
0," This is antibiotic, take it three times daily with the meal."
1, Thank you very much.
0, Excuse me. Can you help me?
1, Certainly. What can I do for you?
0, May I exchanged an opened DVD?
1," Certainly, as long as you have your receipt."
0, Here you are.
-1," I'm sorry, but you're only allowed to return items within 30 days. "
0, Is there any way I can exchange it?
-1, I'm afraid not. 
-1, I am not coming here anymore. 
-1," I'm sorry, but please don't blame me. "
-1, My parents are divorced. 
0, So are mine.
0, Why did your parents get divorced?
-1, My father found a new girlfriend. 
-1, That's too bad. 
-1, My mother was hurt and angry. 
0, What did she do?
0, She told him to drop his girlfriend.
0, What did your father do?
-1, He moved out of our house. 
0, I guess he really liked his new girlfriend.
-1," Yes, but she left him a year later. "
-1, My grandma's apartment smells funny. 
0, So does mine.
0, I think it's an old people's smell.
0, Really?
-1," Yes. I think when you get old, you begin to smell. "
-1, Like fruit that is too ripe? 
-1," Yes, just like fruit that is too ripe. "
0, But the smell is different.
-1," Yes, old people don't smell like fruit. "
-1," No, they smell like a thrift shop. "
-1," Yes, a thrift shop has that same smell. "
-1," Yes, an old smell. "
0, The price of stamps goes up and up.
0, I think stamps used to cost a penny.
0, That was a long time ago.
0, It was before I was born.
0, Now a stamp is 42 cents.
0, But in May it will be 44 cents.
0, Have you ever lost a letter in the mail?
0," No, I haven't."
0, Neither have I.
1," So, they do a good job for the money."
1," Yes, they do."
1, Maybe we shouldn't complain.
1, I agree with you.
0, A button came off my shirt.
0, What are you going to do?
0," First, I have to find the button."
0, Where did you lose it?
-1, I have no idea. 
-1, A button is hard to find. Did you look in your pant cuffs? 
1, That's a good idea.
0, I found a button in my pant cuffs one time.
-1," Let me look. No, it's not there. "
0, Many shirts come with an extra button.
1, You're right. This one does have an extra button.
0, Now all you have to do is sew it on.
0, I have to go to the bathroom.
-1, You drink too much coffee. 
1, But I love coffee.
-1," Well, it's your life! "
-1, You eat too much chocolate. 
-1, I don't think so. 
0, Have you looked in the mirror?
-1, Do you think I'm getting fat? 
-1, I didn't say that. 
0, What did you say?
0, I said I have to go to the bathroom.
-1, That's what I thought you said. 
0, Did you do the laundry?
0," Yes, I did."
0, What did you wash?
0, I washed the sheets and towels.
0, What about the pillowcases?
0," Yes, I took them off the pillows and washed them."
0, Did you dry everything in the dryer?
0," Yes, I dried everything in the dryer."
0, Then what did you do?
0, I folded all the towels.
0, Did you put the sheets on the beds?
0," Yes, and I put the pillowcases on the pillows."
0, Do you listen to the radio?
0, I listen day and night.
0, What do you listen to?
0, Mostly talk radio.
0, What's that?
0, People talk about current events.
0, What do they say?
0, They say they want change.
0, What kind of change?
0, They want tax cuts.
0, Why do they want tax cuts?
0, Because tax cuts will save them money.
-1," Mom, I'm hungry. "
0, Look in the fridge.
-1, I'm looking. There's nothing to eat. 
0, Are you sure?
-1, It's almost empty. 
0, I went to the market yesterday.
-1, I don't see anything. 
0, I bought lots of oranges and apples.
-1, I don't want fruit. I want something tasty. 
0, Eat the fruit.
0," Next time you go to the market, let me go with you."
0," No, thank you. All you want to eat are hot dogs and candy bars."
0, What is there to eat?
0, I don't know. Look in the fridge.
0, I think I'll make a sandwich.
0, What kind?
0, A ham sandwich.
0, The bread is in the cabinet.
0, Where's the mustard?
0," It's in the fridge, I think."
0," Oh, yes, here it is. Do you want a sandwich?"
1," Yes, that sounds nice."
0, How about some potato chips?
1, Yes. I like it.
0, I would like to order cable.
0," Sure, what package do you want?"
0, What kinds of packages do you offer?
1, We have all kinds of movie channel packages.
0, What else do you have?
0, There is a package for all sports channels.
0, Do you have a package that includes all the movie channels with the basic channels also?
1," Yes, we do offer that package."
1, I want that.
0, Do you want anything else?
0," No, but is it possible for me to add channels later?"
1, You can always get rid of channels or add some later.
0, Pardon me. May I ask you a question?
1, Of course. How can I help you?
0, I opened this DVD. Can I still return it?
1, No problem. May I have your receipt?
1, Here you go.
0," Oh, it looks like you bought this more than 30 days ago."
-1, Can't you bend the rules just a little bit? 
-1, I'm sorry. 
-1, You just lost yourself another customer. 
-1," Don't get mad at me, please. I don't make the rules. "
1, I want to get some cable.
0, Do you know what package you want to get?
0, What packages do you have?
0, We have movie channel packages.
0, What else have you got?
0, You can get the sports package.
0, Is there a package with basic and movie channels?
0, We have that package.
1, Let me get that package.
0, Is there anything else you would like?
0," That's everything, but can I add channels later?"
0, You can add or get rid of channels another day.
0, May I order some cable from you today?
0, What package would you like to order?
-1, I'm not sure of what packages you offer. 
0, We offer packages with all the movie channels.
0, Are there any other packages?
0, We also have packages with all the sports channels.
0, I want a package that has the basic and movie channels.
0, We have that available.
1, I would like to get that.
0, The cable is completed under your name.
0," It's time for your bath, young lady."
-1," But, Mom, I'm not dirty. "
0, You need a bath every day.
0, Why?
0, Because you don't want to smell bad.
-1," I don't smell bad, Okay? "
0, That's what you think.
-1," If I smelled bad, I could smell me. "
0, I can smell you.
-1," I can smell you, too. "
0, That's my perfume.
0, When can I wear perfume?
-1, Something's wrong with my computer. 
0, Exactly what?
-1, All I get is a black screen. 
0, What's the matter?
0," I think I know, because this happened before."
0, What happened before?
-1, My hard drive crashed. 
-1," Oh, no. That's bad news. "
0," It sure is, but I'm going to call HP first, just to make sure."
0, Will you lose all your files?
0," No, I always back up my files."
1, You're smart.
0, I called HP about my computer.
0, What did they say?
0, They said I need a new hard drive.
-1, That's too bad. How much is a new one? 
1," It's not too much, only about $85."
0, Plus installation?
1," No, my hard drive is easy to remove and replace."
0, Really?
1," Yes, it's just a couple of screws."
1, That's nice.
1, It's a lot better than paying someone $60.
0," If my hard drive crashes, I'll just call you."
0, What's your email address?
0, It's bluedog123.
0, Bluedog123. Are you sure that's all?
0, Yes.
-1, No. That's incomplete. 
0, What do you mean?
0, What's your mailing address?
0," 456 Cherry Drive, Pasadena, CA 91170."
0, That's correct.
0, So what's the problem?
0," Bluedog123 is just the street. You have to give me the city, state, and ZIP code."
0," Oh, I get it. My email address is bluedog123@yahoo.com."
0, I'm going to take a nap.
0, You should unplug the phone.
1, That's a good idea.
0, Do you want me to wake you in an hour?
0," No, thanks. Just let me sleep until I wake up."
0, I'll start dinner at 6:00.
0, Okay. I think I'll be awake by then.
0," If not, your nose will wake you up."
0, You mean I will smell the food cooking?
1," You might even dream about dinner, haha!"
0, I don't think I'm going to dream about anything.
1, Have a nice nap.
1, That was a nice funeral.
1," Yes, dad, it was."
1, The son gave a nice speech about his father.
1," It was long, too."
0, I think it was about 45 minutes long.
1, But it went by fast. It was interesting.
1, I liked it.
1," I'll give you a speech like that, too."
0, Do you think anyone will come to my funeral?
0, Of course.
0, I think only the family will be there.
1," You have lots of friends. They will be there, too!"
-1, Yikes! What was that noise? 
0, I had to blow my nose.
0, Did you have to blow right next to the phone?
0, Did you hear that?
-1, Of course I heard that. I thought a plane had crashed into your house. 
-1, It wasn't that loud. 
0," I will blow my nose sometime for you, and you'll see."
0, Okay. I'll take your word for it.
-1, I thought you had an elephant in your house. 
-1, You're funny. 
-1, What did you say? I think I've gone deaf. 
0, I'm going into the bathroom to blow my nose. I'll be right back.
0, I have lots of friends.
0, Really? How many do you have?
0, maybe one hundred.
0, That is a lot of friends. Do you have a best friend?
0, Of course. I have lots of best friends.
0, How many best friends do you have?
0, I think about twenty-five.
-1, Hmm. I have only one best friend. 
-1, I feel sorry for you. 
-1, I have only a few friends. 
1, You must be lonely. I will share my friends with you.
1, That's very nice of you.
0," Can you help me, please?"
1, No problem. What is your question?
0, Is it possible to return an opened DVD?
1," Sure, as long as you have your receipt."
0, Here you go.
-1, I'm sorry. You can't return something you bought more than 30 days ago. 
-1," Yes, but this is only day 32. Isn't that okay? "
-1," I'm sorry, but rules are rules. "
-1," Well, this is ridiculous. I won't shop here anymore. "
-1," Well, if I was the boss, the rules might be different. "
-1, Don't you ever cheat on me. 
0, Why would I do that?
-1, Because men like to cheat. 
-1," Some men do, but not me. "
0, I'm watching you.
0, I'm an open book. Watch me all you want.
-1," If I catch you, you'll be sorry. "
1," You won't catch me, because I love you. I'm not a cheater."
-1, I will poke your eyes out. 
0, I don't want any other woman.
-1," I will chop your toes off, one by one. "
1," Honey, please. You're the only woman for me, forever. I swear it."
-1, I hate to go outside. 
-1, Me too. 
0, Why do you hate to go outside?
-1, I meet too many jerks. 
0, I agree.
-1, This city is full of jerks. 
-1, Rude people are everywhere. 
0, But what can you do?
-1, You can yell at them. 
-1, And they will yell back at you. 
-1, Yelling doesn't do any good. 
0, No. The best thing to do is just stay home.
1, I would like to order some internet today.
0, What kind would you like?
0, What kind of internet is there?
0, You can get DSL or dial-up.
0, Which of those two is best?
1, I would recommend DSL.
0, Is that one better?
1, It's better because it doesn't tie up your phone.
0, What do you mean by that?
0," DSL isn't connected through your phone line, but dial-up is."
0, So then I can't use my phone if I'm on the internet?
1, That's correct. With DSL you can do both.
0, I need to get internet.
0, Which kind of internet connection do you want to get?
0, What kind can I get?
0, There is dial-up or DSL.
0, Which one do you feel is best?
0, I would get DSL if I were you.
